timestamp,stage,group,topic,partition,current_offset,log_end_offset,lag
2026-08-05T03:50:34,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:50:34,dlq_check,notification-group,delivery-risk-events,0,10979,11406,427
2026-08-05T03:50:49,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:50:49,dlq_check,notification-group,delivery-risk-events,0,10982,11406,424
2026-08-05T03:51:03,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:51:03,dlq_check,notification-group,delivery-risk-events,0,10985,11406,421
2026-08-05T03:51:17,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:51:17,dlq_check,notification-group,delivery-risk-events,0,10987,11406,419
2026-08-05T03:51:30,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:51:30,dlq_check,notification-group,delivery-risk-events,0,10988,11406,418
2026-08-05T03:51:42,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:51:42,dlq_check,notification-group,delivery-risk-events,0,10995,11406,411
2026-08-05T03:51:54,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:51:54,dlq_check,notification-group,delivery-risk-events,0,10999,11406,407
2026-08-05T03:52:08,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:52:08,dlq_check,notification-group,delivery-risk-events,0,11009,11406,397
2026-08-05T03:52:20,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:52:20,dlq_check,notification-group,delivery-risk-events,0,11013,11406,393
2026-08-05T03:52:35,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:52:35,dlq_check,notification-group,delivery-risk-events,0,11015,11406,391
2026-08-05T03:52:48,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:52:48,dlq_check,notification-group,delivery-risk-events,0,11019,11406,387
2026-08-05T03:53:01,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:53:01,dlq_check,notification-group,delivery-risk-events,0,11022,11406,384
